file,source,category,label,bbox_x1,bbox_y1,bbox_x2,bbox_y2
shop_icons/left/rifle.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,rifle,554,135,733,210
shop_icons/left/smg.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,smg,814,123,936,222
shop_icons/left/pistol.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,pistol,1261,136,1354,205
shop_icons/left/shotgun.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,shotgun,1023,142,1179,207
shop_icons/left/wooden_spiked_fence.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,wooden_spiked_fence,178,332,487,619
shop_icons/left/metal_spiked_fence.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,metal_spiked_fence,578,332,879,619
shop_icons/left/electric_spiked_fence.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,electric_spiked_fence,964,334,1265,619
shop_icons/left/machinegun_turret.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,machinegun_turret,452,730,699,948
shop_icons/left/sniper_turret.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,sniper_turret,804,730,1024,948
shop_icons/left/pistol_turret.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,pistol_turret,106,733,329,948
shop_icons/left/flamethrower_turret.png,"ChatGPT Image May 27, 2026, 10_39_43 PM (3).png",shop_icons/left,flamethrower_turret,1109,733,1326,948
character/right/body_frame_01.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_01,122,113,213,283
character/right/body_frame_02.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_02,250,113,338,283
character/right/body_frame_03.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_03,419,113,511,282
character/right/body_frame_04.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_04,553,113,648,281
character/right/body_frame_05.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_05,702,113,799,281
character/right/body_frame_06.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_06,853,113,945,281
character/right/body_frame_07.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_07,994,113,1083,282
character/right/body_frame_08.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_08,126,335,214,502
character/right/body_frame_09.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_09,250,338,346,501
character/right/body_frame_10.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_10,472,335,561,503
character/right/body_frame_11.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_11,619,335,707,503
character/right/body_frame_12.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_12,139,540,238,696
character/right/body_frame_13.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_13,271,540,369,696
character/right/body_frame_14.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_14,433,556,552,694
character/right/body_frame_15.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_15,598,602,750,692
character/right/body_frame_16.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_16,796,620,965,692
character/right/body_frame_17.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_17,1001,625,1165,692
character/right/body_frame_18.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,body_frame_18,1205,646,1350,692
character/right/arm_weapon_frame_01.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_01,61,771,206,835
character/right/arm_weapon_frame_02.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_02,266,774,466,835
character/right/arm_weapon_frame_03.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_03,512,771,671,843
character/right/arm_weapon_frame_04.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_04,724,784,927,960
character/right/arm_weapon_frame_05.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_05,725,775,896,843
character/right/arm_weapon_frame_06.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_06,968,775,1149,852
character/right/arm_weapon_frame_07.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_07,1216,774,1401,844
character/right/arm_weapon_frame_08.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_08,61,882,232,952
character/right/arm_weapon_frame_09.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_09,266,885,486,951
character/right/arm_weapon_frame_10.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_10,512,884,698,960
character/right/arm_weapon_frame_11.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_11,952,891,1185,969
character/right/arm_weapon_frame_12.png,"ChatGPT Image May 27, 2026, 09_28_10 PM(1).png",character/right,arm_weapon_frame_12,1205,885,1432,960
character/left/body_frame_01.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_01,190,108,264,263
character/left/body_frame_02.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_02,357,111,439,261
character/left/body_frame_03.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_03,507,113,595,261
character/left/body_frame_04.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_04,648,112,736,261
character/left/body_frame_05.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_05,801,112,884,263
character/left/body_frame_06.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_06,951,108,1024,263
character/left/body_frame_07.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_07,195,322,269,472
character/left/body_frame_08.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_08,363,322,437,472
character/left/body_frame_09.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_09,519,325,590,472
character/left/body_frame_10.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_10,675,323,748,470
character/left/body_frame_11.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_11,190,510,305,643
character/left/body_frame_12.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_12,373,534,500,641
character/left/body_frame_13.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_13,556,560,709,636
character/left/body_frame_14.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_14,779,574,914,641
character/left/body_frame_15.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_15,969,590,1109,643
character/left/body_frame_16.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,body_frame_16,1158,588,1294,641
character/left/arm_weapon_frame_01.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_01,49,720,225,793
character/left/arm_weapon_frame_02.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_02,293,716,455,799
character/left/arm_weapon_frame_03.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_03,514,728,689,789
character/left/arm_weapon_frame_04.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_04,765,715,904,808
character/left/arm_weapon_frame_05.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_05,969,726,1134,787
character/left/arm_weapon_frame_06.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_06,1216,723,1318,790
character/left/arm_weapon_frame_07.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_07,237,871,450,958
character/left/arm_weapon_frame_08.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_08,22,872,222,947
character/left/arm_weapon_frame_09.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_09,484,878,689,943
character/left/arm_weapon_frame_10.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_10,724,879,899,960
character/left/arm_weapon_frame_11.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_11,931,877,1132,943
character/left/arm_weapon_frame_12.png,"ChatGPT Image May 27, 2026, 10_39_44 PM (4).png",character/left,arm_weapon_frame_12,1163,877,1314,943
zombies/right/normal_zombie_frame_01.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,normal_zombie_frame_01,45,106,122,262
zombies/right/normal_zombie_frame_02.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,normal_zombie_frame_02,198,108,290,261
zombies/right/normal_zombie_frame_03.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,normal_zombie_frame_03,352,111,446,262
zombies/right/normal_zombie_frame_04.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,normal_zombie_frame_04,504,112,590,262
zombies/right/normal_zombie_frame_05.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,normal_zombie_frame_05,687,119,799,267
zombies/right/normal_zombie_frame_06.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,normal_zombie_frame_06,821,122,944,266
zombies/right/normal_zombie_frame_07.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,normal_zombie_frame_07,981,139,1080,268
zombies/right/normal_zombie_frame_08.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,normal_zombie_frame_08,1107,193,1232,266
zombies/right/normal_zombie_frame_09.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,normal_zombie_frame_09,1264,213,1427,266
zombies/right/tank_zombie_frame_01.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,tank_zombie_frame_01,35,333,154,507
zombies/right/tank_zombie_frame_02.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,tank_zombie_frame_02,187,336,316,511
zombies/right/tank_zombie_frame_03.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,tank_zombie_frame_03,342,335,474,512
zombies/right/tank_zombie_frame_04.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,tank_zombie_frame_04,489,337,623,511
zombies/right/tank_zombie_frame_05.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,tank_zombie_frame_05,649,332,809,506
zombies/right/tank_zombie_frame_06.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,tank_zombie_frame_06,799,345,953,506
zombies/right/tank_zombie_frame_07.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,tank_zombie_frame_07,970,349,1096,504
zombies/right/tank_zombie_frame_08.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,tank_zombie_frame_08,1095,403,1232,504
zombies/right/tank_zombie_frame_09.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,tank_zombie_frame_09,1249,433,1413,502
zombies/right/fast_zombie_frame_01.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,fast_zombie_frame_01,45,581,144,730
zombies/right/fast_zombie_frame_02.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,fast_zombie_frame_02,194,582,307,730
zombies/right/fast_zombie_frame_04.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,fast_zombie_frame_04,485,588,605,730
zombies/right/fast_zombie_frame_05.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,fast_zombie_frame_05,655,590,796,731
zombies/right/fast_zombie_frame_03.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,fast_zombie_frame_03,337,592,450,728
zombies/right/fast_zombie_frame_06.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,fast_zombie_frame_06,786,595,930,732
zombies/right/fast_zombie_frame_07.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,fast_zombie_frame_07,944,619,1079,730
zombies/right/fast_zombie_frame_08.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,fast_zombie_frame_08,1088,657,1217,730
zombies/right/fast_zombie_frame_09.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,fast_zombie_frame_09,1252,678,1401,734
zombies/right/armored_zombie_frame_01.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,armored_zombie_frame_01,47,795,141,986
zombies/right/armored_zombie_frame_02.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,armored_zombie_frame_02,192,795,299,981
zombies/right/armored_zombie_frame_03.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,armored_zombie_frame_03,337,795,439,984
zombies/right/armored_zombie_frame_04.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,armored_zombie_frame_04,487,793,579,986
zombies/right/armored_zombie_frame_05.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,armored_zombie_frame_05,635,796,794,985
zombies/right/armored_zombie_frame_06.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,armored_zombie_frame_06,783,801,944,985
zombies/right/armored_zombie_frame_07.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,armored_zombie_frame_07,920,847,1044,985
zombies/right/armored_zombie_frame_08.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,armored_zombie_frame_08,1067,886,1205,986
zombies/right/armored_zombie_frame_09.png,"ChatGPT Image May 27, 2026, 09_28_17 PM(1).png",zombies/right,armored_zombie_frame_09,1237,921,1399,986
zombies/left/normal_zombie_frame_01.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,normal_zombie_frame_01,51,107,135,259
zombies/left/normal_zombie_frame_02.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,normal_zombie_frame_02,205,109,291,259
zombies/left/normal_zombie_frame_04.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,normal_zombie_frame_04,444,120,560,259
zombies/left/normal_zombie_frame_05.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,normal_zombie_frame_05,597,115,717,260
zombies/left/normal_zombie_frame_06.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,normal_zombie_frame_06,794,114,876,259
zombies/left/normal_zombie_frame_07.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,normal_zombie_frame_07,935,114,1015,259
zombies/left/normal_zombie_frame_08.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,normal_zombie_frame_08,1085,113,1166,259
zombies/left/normal_zombie_frame_03.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,normal_zombie_frame_03,328,193,439,260
zombies/left/normal_zombie_frame_09.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,normal_zombie_frame_09,1248,208,1404,260
zombies/left/tank_zombie_frame_01.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,tank_zombie_frame_01,46,339,155,487
zombies/left/tank_zombie_frame_02.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,tank_zombie_frame_02,187,340,294,484
zombies/left/tank_zombie_frame_04.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,tank_zombie_frame_04,440,345,572,485
zombies/left/tank_zombie_frame_05.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,tank_zombie_frame_05,594,334,716,487
zombies/left/tank_zombie_frame_06.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,tank_zombie_frame_06,749,333,872,483
zombies/left/tank_zombie_frame_07.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,tank_zombie_frame_07,908,342,1022,487
zombies/left/tank_zombie_frame_08.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,tank_zombie_frame_08,1060,342,1167,486
zombies/left/tank_zombie_frame_03.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,tank_zombie_frame_03,313,352,430,484
zombies/left/tank_zombie_frame_09.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,tank_zombie_frame_09,1220,401,1404,486
zombies/left/fast_zombie_frame_01.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,fast_zombie_frame_01,55,572,145,699
zombies/left/fast_zombie_frame_02.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,fast_zombie_frame_02,215,573,313,699
zombies/left/fast_zombie_frame_03.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,fast_zombie_frame_03,368,572,467,698
zombies/left/fast_zombie_frame_04.png,"ChatGPT Image May 27, 2026, 10_39_46 PM (5).png",zombies/left,fast_zombie_frame_04,526,572,648,698
